trainer/Advantage Score Max,trainer/Advantage Score Mean,trainer/Advantage Score Min,trainer/Advantage Score Std,trainer/Advantage Weights Max,trainer/Advantage Weights Mean,trainer/Advantage Weights Min,trainer/Advantage Weights Std,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/batch,trainer/epoch_time,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/std Max,trainer/policy/std Mean,trainer/policy/std Min,trainer/policy/std Std,trainer/rewards Max,trainer/rewards Mean,trainer/rewards Min,trainer/rewards Std,trainer/terminals Max,trainer/terminals Mean,trainer/terminals Min,trainer/terminals Std
0.000252356,-0.0010343718,-0.0022639132,0.00060900097,0.007832625,0.0078125,0.0077933064,9.5155965e-06,55.531013,47.365074,38.382042,3.600668,47.366276,-0.0015851225,-0.9541327,-1.0026516,0.21121329,-0.00058425847,-0.0022269285,-0.004239281,0.001076916,0.0,-8.265712e-05,-0.0007140612,0.00016615792,0.9508324,0.9548368,0,0.02273082733154297,0.0010932089,5.014123e-05,-0.00064542814,0.00023217392,0.049787067,0.049787063,0.049787067,3.7252903e-09,0.0,-0.953125,-1.0,0.21137108,0.0,0.0,0.0,0.0
0.111840725,-0.035806898,-0.25386047,0.07054112,0.010394012,0.0078124995,0.0050019477,0.0010810338,54.697838,45.17509,32.112473,3.927532,49.337242,-1.398013,-4.153248,-4.803028,0.54381377,-1.720201,-4.177041,-4.8836083,0.50933975,-1.7187275,-4.1763296,-4.896928,0.5145568,0.013547792,0.01365319,1000,10.113949537277222,0.9791719,-0.19944765,-0.98841435,0.5416588,0.062157884,0.054310806,0.04210456,0.0037086098,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.19553566,-0.05149314,-0.39417505,0.10300138,0.012551164,0.0078125,0.003858938,0.0014878765,51.91941,43.94406,31.260662,4.1156144,52.4301,-3.2664146,-8.467888,-9.774167,0.9454188,-3.2584333,-8.48297,-9.745731,0.98275864,-3.3717136,-8.492164,-9.824129,0.9781017,0.02324268,0.022462688,2000,11.365522146224976,0.98461187,-0.15726586,-0.9864197,0.53818965,0.07567295,0.05602263,0.023608847,0.00991774,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.18539667,-0.053928815,-0.26674938,0.09106225,0.012400481,0.0078124995,0.0050200666,0.0014412887,53.390526,44.297623,30.823668,3.907876,56.85868,-3.9825466,-12.587929,-15.879635,1.8675985,-4.048232,-12.537881,-16.008713,1.8465811,-4.172394,-12.576742,-16.265306,1.8424537,0.021265747,0.023683753,3000,11.491164922714233,0.99144226,-0.19199124,-0.997232,0.547481,0.0868733,0.05796388,0.01625228,0.015800405,0.0,-0.9609375,-1.0,0.1937437,0.0,0.0,0.0,0.0
0.28128815,-0.052699473,-0.3913536,0.12972821,0.01474169,0.0078125,0.003839707,0.0020090886,53.34946,44.398445,35.63519,3.4445126,60.66577,-3.7803972,-16.227766,-18.916878,3.0712116,-3.837665,-16.248474,-19.0742,3.0689292,-3.9708633,-16.237408,-19.04633,3.069938,0.03977397,0.04053418,4000,12.97722840309143,0.9928953,-0.1427625,-0.9966865,0.5403606,0.09800393,0.06012749,0.013227887,0.021069132,0.0,-0.9375,-1.0,0.24206147,0.0,0.0,0.0,0.0
0.38847065,-0.020599864,-0.5005512,0.14384344,0.017003208,0.0078125,0.0028730042,0.0022607201,51.455963,43.607605,24.462362,4.284628,63.99681,-5.985935,-20.433315,-23.68049,2.86291,-5.811399,-20.341108,-23.81463,2.8683856,-5.806902,-20.369522,-23.735052,2.887875,0.043811407,0.047276087,5000,14.422883987426758,0.9897461,-0.14507361,-0.99774307,0.54145354,0.11288319,0.06265652,0.011895657,0.025252793,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.38656712,-0.08114031,-0.7587023,0.16267459,0.018954061,0.0078125,0.0019183768,0.0024196673,51.147205,43.25577,31.630898,3.9831107,66.926605,-6.781984,-23.809763,-28.502184,4.1931825,-6.522893,-23.63867,-28.315063,4.139065,-6.165813,-23.690624,-28.744009,4.1319776,0.09155155,0.07482631,6000,14.718043088912964,0.99317837,-0.17369518,-0.9939648,0.5481247,0.12692428,0.06492529,0.011152359,0.028479632,0.0,-0.9453125,-1.0,0.22736925,0.0,0.0,0.0,0.0
0.42814445,-0.045939326,-0.5291519,0.1548555,0.019223757,0.0078124995,0.0028336174,0.0025248986,50.050503,44.063858,34.37827,3.5803933,71.62468,-6.293617,-27.510984,-31.36689,4.369947,-7.0550265,-27.509155,-31.448912,4.265488,-7.1041985,-27.540596,-31.525764,4.2791233,0.061623815,0.0642449,7000,14.73390245437622,0.993873,-0.16471186,-0.99143445,0.54520357,0.13902684,0.06632175,0.010816775,0.030979797,0.0,-0.9609375,-1.0,0.1937437,0.0,0.0,0.0,0.0
0.36460495,-0.06908232,-0.53801346,0.14633837,0.017842893,0.0078125,0.002934005,0.0022493436,51.999725,44.10462,33.617603,3.6247475,75.64403,-4.6784744,-31.596424,-36.653183,4.0190535,-4.7292767,-31.533375,-36.42144,3.9652228,-4.3865247,-31.531773,-36.584446,3.9602864,0.07114145,0.06324,8000,14.873276472091675,0.99002826,-0.1797533,-0.99609035,0.5456886,0.14710441,0.06683635,0.010609153,0.032710705,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.3535576,-0.06968581,-0.647336,0.15692955,0.017395943,0.0078125,0.0023500812,0.0023050278,51.821064,43.770523,30.474216,3.9431384,78.12662,-10.580506,-34.42113,-39.329987,5.178159,-11.415573,-34.30594,-39.468414,5.09843,-11.301691,-34.327934,-39.40805,5.1361475,0.0681434,0.07794028,9000,14.494411706924438,0.9888958,-0.18317941,-0.99873483,0.5501766,0.15053503,0.06654152,0.010549999,0.033490438,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.29051208,-0.07134423,-0.6611824,0.16742598,0.015305189,0.0078125,0.002281431,0.0023612175,52.10878,44.71028,36.077995,3.6650026,81.65523,-5.057889,-36.84429,-46.61555,7.0707064,-5.7782335,-36.94837,-47.093616,7.015614,-5.572075,-36.88906,-47.170914,7.058828,0.09692553,0.071738176,10000,15.527839183807373,0.9939586,-0.16209123,-0.99828273,0.54364014,0.15108761,0.06583553,0.010164395,0.033702575,0.0,-0.9609375,-1.0,0.1937437,0.0,0.0,0.0,0.0
0.27374268,-0.07752381,-0.86544037,0.15669145,0.015101265,0.0078125,0.0015471468,0.0021536814,51.893875,45.200775,31.023006,3.8346395,85.87135,-6.8033834,-40.61266,-46.628323,6.577658,-6.902281,-40.649704,-46.289116,6.5485377,-6.7135434,-40.636097,-46.694042,6.5802293,0.08425104,0.06560978,11000,15.622508525848389,0.9973775,-0.14190915,-0.99793315,0.54689205,0.15275964,0.06563168,0.010017997,0.03395717,0.0,-0.9765625,-1.0,0.1512884,0.0,0.0,0.0,0.0
0.5,-0.05084587,-1.2083073,0.21196066,0.021775717,0.0078125,0.0007147524,0.0029086173,53.20814,45.352386,34.55655,3.8703935,87.04836,-4.3776402,-41.748085,-48.807438,9.751458,-4.5053463,-41.6243,-49.20911,9.640627,-4.551048,-41.611206,-49.074352,9.645735,0.10432361,0.13310225,12000,15.97962737083435,0.99478114,-0.18134229,-0.9963686,0.55029774,0.15156731,0.064885095,0.009879316,0.03379158,0.0,-0.9375,-1.0,0.24206147,0.0,0.0,0.0,0.0
0.37809372,-0.09429218,-0.8418884,0.18070652,0.018947886,0.0078124995,0.0016515729,0.0025469733,52.156235,45.58078,32.985897,4.014517,91.27742,-7.7484245,-45.650078,-53.129204,8.091738,-7.9466376,-45.625755,-53.07695,8.133295,-7.6601706,-45.710564,-52.983265,8.148239,0.07153297,0.104146466,13000,14.928597688674927,0.9926981,-0.17131548,-0.99759394,0.54567343,0.15099743,0.064623125,0.0098381685,0.03385773,0.0,-0.9609375,-1.0,0.1937437,0.0,0.0,0.0,0.0
0.4580841,-0.056361705,-0.5626564,0.18953118,0.02035934,0.0078125,0.0026433808,0.003049198,54.561764,45.2491,31.221268,4.37593,94.49976,-7.149882,-49.18859,-58.74558,6.5119987,-7.9213953,-49.176582,-58.59651,6.4447055,-7.857747,-49.16406,-58.655003,6.4688315,0.087629914,0.09930355,14000,15.58449673652649,0.99763644,-0.18392552,-0.9994924,0.5494447,0.1517856,0.06418295,0.009719137,0.033859007,0.0,-0.9765625,-1.0,0.1512884,0.0,0.0,0.0,0.0
0.5,-0.047618706,-0.9019623,0.1735655,0.022053065,0.0078125,0.0013357956,0.002758711,53.385212,46.753834,37.453728,3.1828651,97.69028,-7.408191,-50.888382,-58.462246,8.685851,-7.564777,-50.93079,-58.589382,8.703472,-7.5850983,-50.871063,-58.598225,8.699336,0.09112519,0.10057532,15000,16.70982837677002,0.99523556,-0.17233934,-0.9976881,0.54502004,0.15203217,0.06377675,0.0096131,0.03378809,0.0,-0.9609375,-1.0,0.1937437,0.0,0.0,0.0,0.0
0.36086273,-0.09656115,-1.2653503,0.21779738,0.018082477,0.0078125,0.0006994348,0.0026361267,54.736683,46.1214,32.286663,3.6841931,99.73198,-11.1387205,-53.50012,-67.016365,8.5847,-11.075674,-53.57987,-67.122536,8.533312,-11.107114,-53.5886,-66.80713,8.514033,0.08322326,0.10176963,16000,16.610167980194092,0.99358517,-0.1775435,-0.99976385,0.5498974,0.15125023,0.063577704,0.0094919745,0.033834826,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.37781143,-0.05955413,-0.83737373,0.17683521,0.01768775,0.0078125,0.0015565968,0.0025679853,54.30825,45.792847,36.120758,3.6698468,102.40561,-3.569831,-56.724354,-125.313736,10.136249,-3.4186254,-56.5575,-126.83329,10.24637,-3.5412807,-56.515064,-126.18767,10.1754465,0.13505472,0.14508362,17000,17.054152011871338,0.99977595,-0.21604379,-0.9972719,0.55335635,0.15073012,0.06314658,0.009443327,0.03356929,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.38265228,-0.07805329,-1.4869232,0.22250676,0.01809975,0.0078125,0.00043030852,0.0029809615,54.141926,46.03462,33.56296,3.9148562,103.15866,-8.191002,-57.12996,-70.4055,10.930846,-8.442492,-57.01066,-69.65058,10.921476,-8.214703,-57.064705,-70.3955,10.959123,0.12357604,0.105618134,18000,16.2402446269989,0.9989176,-0.17654447,-0.99941033,0.54755026,0.15285356,0.06320718,0.00941527,0.034037936,0.0,-0.953125,-1.0,0.21137108,0.0,0.0,0.0,0.0
0.36875534,-0.099322796,-0.8149452,0.20231253,0.01852699,0.0078125,0.0017364233,0.0027758738,54.502098,46.38676,35.013176,3.9333737,106.14213,-3.7856066,-59.67324,-76.04134,11.406803,-3.7149858,-59.693718,-76.28062,11.463585,-4.0227838,-59.674397,-75.47552,11.43701,0.1231506,0.13544609,19000,15.044461727142334,0.99756354,-0.194277,-0.99951994,0.5567144,0.15103668,0.06274912,0.009273805,0.033717178,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.40484047,-0.106122084,-0.9752426,0.22594467,0.019811112,0.0078125,0.001253672,0.003228788,56.179363,46.51577,30.591892,4.281457,106.28775,-8.713077,-59.930695,-71.479805,13.157323,-8.383851,-59.649406,-70.841705,13.231968,-8.384653,-59.71736,-71.34808,13.186112,0.22579576,0.20068398,20000,14.355845928192139,0.9933918,-0.1638306,-0.9972605,0.54570466,0.15121028,0.06263279,0.009245498,0.03375634,0.0,-0.953125,-1.0,0.21137108,0.0,0.0,0.0,0.0
0.44874954,-0.1179578,-1.4950123,0.30428302,0.021064054,0.0078125,0.00043172966,0.0037285548,55.56207,46.835224,30.994625,4.048543,109.13675,-16.644531,-62.261177,-75.09525,12.174332,-17.48488,-62.25506,-74.17758,12.116093,-16.831984,-62.264072,-74.93617,12.166959,0.17151889,0.18903647,21000,14.400566577911377,0.99812573,-0.15044346,-0.99926275,0.5492298,0.15201274,0.062264163,0.008990807,0.033844054,0.0,-0.9765625,-1.0,0.1512884,0.0,0.0,0.0,0.0
0.29842377,-0.14322829,-1.8842697,0.26045054,0.017265094,0.0078125,0.00021943479,0.0027845025,54.467686,46.654457,36.787994,3.4547045,113.26068,-8.584781,-66.44176,-74.93468,8.181004,-9.26176,-66.51512,-74.4942,8.104537,-9.477064,-66.636566,-74.01881,8.114705,0.19271365,0.36955646,22000,14.340435266494751,0.99808264,-0.19788857,-0.99914503,0.5508143,0.14976487,0.061757334,0.009014693,0.033480186,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.48741913,-0.16163518,-1.6388474,0.29843482,0.024858246,0.0078124995,0.00035368683,0.0038024937,54.74679,47.40519,35.80648,3.489194,113.1745,-2.093445,-65.61119,-77.83316,13.259448,-2.6072588,-65.78541,-78.11809,13.1782255,-2.3832495,-65.67763,-78.27029,13.2290535,0.23387636,0.21052015,23000,14.443247318267822,0.9925363,-0.16012923,-0.9995258,0.54218835,0.15046391,0.06156477,0.008835912,0.033633653,0.0,-0.953125,-1.0,0.21137108,0.0,0.0,0.0,0.0
0.48944092,-0.108792275,-1.3262482,0.3027858,0.022556027,0.0078125,0.000597276,0.0035392197,55.102684,47.20188,35.883503,4.0156336,115.72996,-6.232405,-68.24423,-84.74618,13.513972,-6.5041966,-68.451416,-85.19006,13.521341,-6.3133297,-68.426704,-84.95046,13.527331,0.21807574,0.24824786,24000,12.136327505111694,0.99546194,-0.16917531,-0.9996984,0.55321485,0.15159203,0.061754808,0.008896462,0.033875696,0.0,-0.9453125,-1.0,0.22736925,0.0,0.0,0.0,0.0
