trainer/Advantage Score Max,trainer/Advantage Score Mean,trainer/Advantage Score Min,trainer/Advantage Score Std,trainer/Advantage Weights Max,trainer/Advantage Weights Mean,trainer/Advantage Weights Min,trainer/Advantage Weights Std,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/batch,trainer/epoch_time,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/std Max,trainer/policy/std Mean,trainer/policy/std Min,trainer/policy/std Std,trainer/rewards Max,trainer/rewards Mean,trainer/rewards Min,trainer/rewards Std,trainer/terminals Max,trainer/terminals Mean,trainer/terminals Min,trainer/terminals Std
0.0006271899,-0.0009218848,-0.0026746423,0.0006027634,0.007836736,0.0078125,0.0077851554,9.4185325e-06,45.64649,37.851223,28.853632,3.3512223,37.85196,-0.0005952162,-0.5094744,-1.005947,0.500252,0.0,-0.0016401693,-0.0045311507,0.0008236609,0.0,-0.00014440119,-0.0018767011,0.00031163127,0.50823015,0.50970644,0,0.014140605926513672,0.004322271,0.00021282611,-0.0021964593,0.0006617618,0.049787067,0.04978707,0.049787067,3.7252903e-09,0.0,-0.5078125,-1.0,0.49993896,0.0,0.0,0.0,0.0
0.13199186,-0.05729393,-0.41236877,0.10750399,0.011164832,0.0078125,0.0037586037,0.0015274106,42.74984,35.637405,22.762379,3.737818,37.73417,0.0,-2.107731,-4.8590117,1.6635175,0.0,-2.1237645,-4.779982,1.6482368,0.0,-2.1167998,-4.76804,1.6574882,0.072867565,0.069283776,1000,8.822176456451416,0.9998284,-0.07466795,-0.99997133,0.81317383,0.058109127,0.05434571,0.052039243,0.0016147443,0.0,-0.53125,-1.0,0.49902248,0.0,0.0,0.0,0.0
0.31359267,-0.03519542,-0.65650463,0.12261655,0.015260041,0.0078125,0.0021925012,0.0018017597,42.36943,35.3274,26.416603,3.197399,39.128895,0.0,-3.8194246,-10.4589,3.4756272,0.0,-3.795878,-10.599481,3.4016433,0.0,-3.7741249,-10.71214,3.4027362,0.10754143,0.10826135,2000,8.787025690078735,0.9998477,-0.05687471,-0.99998283,0.820642,0.06292079,0.056066368,0.052610304,0.002498914,0.0,-0.46875,-1.0,0.49902248,0.0,0.0,0.0,0.0
0.5,-0.037692893,-0.58243275,0.14756222,0.021941684,0.0078125,0.0025181454,0.0023836014,40.41443,34.456085,24.855518,3.120145,40.75743,0.0,-6.173422,-15.129533,5.382945,0.0,-6.2362523,-14.944579,5.455313,0.0,-6.2981577,-15.0202875,5.456089,0.11284883,0.11418556,3000,8.713903665542603,0.9999418,-0.06833946,-0.9999984,0.8183529,0.06636595,0.05755906,0.05306674,0.0033118855,0.0,-0.5234375,-1.0,0.4994504,0.0,0.0,0.0,0.0
0.29609823,-0.10054243,-1.5230122,0.22204493,0.01600583,0.0078125,0.00042093886,0.0026702865,41.458424,34.07505,24.575275,3.5463483,41.320442,0.0,-7.3052263,-20.588247,6.634905,0.0,-7.2593536,-19.911058,6.563927,0.0,-7.2905836,-19.925468,6.5555377,0.1520402,0.13653304,4000,9.288511753082275,0.99993134,-0.060104027,-0.99999404,0.818602,0.07005284,0.059024114,0.05266962,0.0043619485,0.0,-0.515625,-1.0,0.4997558,0.0,0.0,0.0,0.0
0.34112716,-0.09889288,-0.9509945,0.18906637,0.017733676,0.0078125,0.0013380619,0.0024449697,40.172855,33.30751,25.065067,3.2684124,40.720493,0.0,-7.512144,-29.38956,7.853652,0.0,-7.3848944,-29.28568,7.7697043,0.0,-7.4531717,-29.29675,7.790847,0.28267002,0.29170105,5000,8.82474422454834,0.9999799,-0.057245165,-0.9999987,0.8230084,0.07427716,0.060430784,0.051519163,0.005781561,0.0,-0.4375,-1.0,0.49607837,0.0,0.0,0.0,0.0
0.33291054,-0.10630824,-0.8797054,0.20113575,0.017487466,0.0078125,0.0015468992,0.0028270495,39.680046,33.207283,21.370491,3.5917206,44.01377,0.0,-10.846199,-28.553514,9.571685,0.0,-10.781233,-27.942507,9.567886,0.0,-10.772643,-28.682127,9.629951,0.5050478,0.5547607,6000,9.467155694961548,0.99995995,-0.07290184,-0.9999973,0.8280491,0.07905836,0.061459463,0.04934764,0.0075979624,0.0,-0.5390625,-1.0,0.4984718,0.0,0.0,0.0,0.0
0.5,-0.14758866,-1.0626888,0.26792383,0.025015803,0.0078125,0.0010987028,0.0040359446,40.04069,32.870827,22.32358,3.4834383,44.61986,0.0,-11.546785,-32.05276,10.958929,0.0,-11.69206,-33.576576,11.037472,0.0,-11.723599,-33.51589,11.038359,0.371057,0.4289181,7000,10.234755516052246,0.99996334,-0.05836628,-0.9999974,0.8281983,0.08364677,0.061995115,0.04620011,0.009618719,0.0,-0.5234375,-1.0,0.4994504,0.0,0.0,0.0,0.0
0.5,-0.13987033,-1.4720726,0.3044541,0.024226196,0.0078125,0.00046920727,0.0038896673,40.679333,32.77289,19.214178,3.6425934,45.6258,0.0,-13.003983,-38.690483,12.0137825,0.0,-12.906071,-37.63622,11.959333,0.0,-12.747223,-38.143387,11.883299,0.71307474,0.7349858,8000,10.27174162864685,0.99997765,-0.08938167,-0.99999857,0.82159305,0.087289535,0.06169189,0.042477813,0.011412181,0.0,-0.53125,-1.0,0.49902248,0.0,0.0,0.0,0.0
0.5,-0.16725937,-1.2616806,0.31645375,0.025024705,0.0078124995,0.0007382316,0.004322079,40.127884,33.418514,18.452333,3.4568212,47.245365,0.0,-13.894115,-40.73463,12.760266,0.0,-13.713048,-40.741497,12.710548,0.0,-13.9112,-41.127354,12.720274,0.7633428,0.66050225,9000,10.450838565826416,0.999982,-0.082329184,-0.99999994,0.8267667,0.08988041,0.060807735,0.039449394,0.012641873,0.0,-0.515625,-1.0,0.4997558,0.0,0.0,0.0,0.0
