trainer/Advantage Score Max,trainer/Advantage Score Mean,trainer/Advantage Score Min,trainer/Advantage Score Std,trainer/Advantage Weights Max,trainer/Advantage Weights Mean,trainer/Advantage Weights Min,trainer/Advantage Weights Std,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/batch,trainer/epoch_time,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/std Max,trainer/policy/std Mean,trainer/policy/std Min,trainer/policy/std Std,trainer/rewards Max,trainer/rewards Mean,trainer/rewards Min,trainer/rewards Std,trainer/terminals Max,trainer/terminals Mean,trainer/terminals Min,trainer/terminals Std
0.00019930433,-0.00027840916,-0.0010797627,0.00030219893,0.007819966,0.0078125,0.007799987,4.7205317e-06,51.629097,44.331146,33.956924,3.668944,44.331253,-0.0015643043,-0.98511803,-1.0024517,0.12390937,0.0,-0.00039256865,-0.0019287795,0.00041447816,0.0,0.0,0.0,0.0,0.9850778,0.9858116,0,0.03387570381164551,0.0014048611,2.5274564e-06,-0.001164115,0.00030453174,0.049787067,0.049787067,0.049787067,0.0,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.16357541,-0.030353665,-0.28955364,0.07009551,0.011404391,0.0078124995,0.0046077534,0.0010629788,48.35784,40.792046,26.699541,3.763449,45.03442,-3.0048048,-4.269231,-4.5929933,0.1855444,-2.3951497,-4.248289,-4.576366,0.23882845,-2.4200802,-4.2697673,-4.645265,0.24589439,0.008027083,0.009950324,1000,10.564469814300537,0.9984964,-0.120520115,-0.9953795,0.53449124,0.06949554,0.05740818,0.050460707,0.004565588,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.14708138,-0.024085172,-0.2505188,0.072300866,0.010888829,0.0078125,0.0049162055,0.0011157099,44.90879,37.779503,25.469627,3.6556466,46.307793,-4.4733543,-8.586299,-9.113147,0.5662633,-4.9221325,-8.51964,-9.015314,0.53673965,-5.036795,-8.536001,-9.029904,0.5334778,0.028919335,0.026898148,2000,10.623794794082642,0.9986054,-0.106681995,-0.99885666,0.5419987,0.08819391,0.06345363,0.047152657,0.009774327,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.2847805,-0.01842926,-0.40096474,0.09002147,0.014105444,0.0078125,0.0035789532,0.0013531162,43.46084,35.84147,22.766233,3.6823976,48.62814,-3.867878,-12.761263,-13.819831,1.2700837,-4.014262,-12.78797,-13.816669,1.2430319,-3.9857218,-12.765036,-13.815234,1.2548599,0.027714876,0.03403234,3000,13.858752250671387,0.9986128,-0.10220846,-0.9995159,0.54622036,0.10379562,0.06912813,0.03693892,0.015391121,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.5,-0.042115413,-0.59560204,0.1125637,0.022500416,0.0078125,0.0025151432,0.002014368,42.195625,34.322716,23.085226,3.6268728,51.07981,-4.9631577,-16.694675,-18.476648,2.050944,-5.547715,-16.75858,-18.478865,2.016671,-5.491993,-16.739117,-18.407408,2.0220144,0.038361892,0.036190625,4000,14.918591976165771,0.99834156,-0.11708583,-0.9996631,0.545602,0.11685056,0.07463479,0.029143624,0.0208153,0.0,-0.9765625,-1.0,0.1512884,0.0,0.0,0.0,0.0
0.22418594,-0.052515157,-0.52514076,0.12008515,0.013226596,0.0078125,0.0029552293,0.0017305096,39.31411,33.236584,24.297325,3.67721,53.95247,-6.3872094,-20.665863,-23.148779,2.3993113,-6.53456,-20.726063,-23.135363,2.3250499,-6.3825216,-20.72554,-23.195478,2.3299952,0.052359823,0.05538667,5000,14.759379863739014,0.9976,-0.09758997,-0.9996592,0.54171646,0.12619293,0.07972588,0.024842372,0.025590517,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
0.15158463,-0.062040277,-0.6476536,0.12499249,0.011655366,0.0078125,0.0023567658,0.0016389098,40.24042,32.2604,19.295227,3.8741896,56.481304,-4.246113,-24.197529,-26.479824,3.3891037,-4.202491,-24.245678,-26.46528,3.4229555,-4.188262,-24.260683,-26.514166,3.406617,0.03980798,0.04131714,6000,14.908470153808594,0.99702114,-0.1132688,-0.9996287,0.5422418,0.13107242,0.08384653,0.022371301,0.029428374,0.0,-0.96875,-1.0,0.17399263,0.0,0.0,0.0,0.0
0.4634037,-0.057920545,-0.5384102,0.13867809,0.021349011,0.0078125,0.002878812,0.002194288,39.95323,31.80139,20.841694,3.629005,60.273518,-17.4154,-28.39233,-30.760818,1.5391883,-17.098957,-28.484016,-30.694923,1.5637649,-16.946531,-28.452291,-30.713928,1.5643477,0.046265528,0.042887207,7000,15.698503017425537,0.996501,-0.09773057,-0.9997047,0.53685427,0.14351624,0.08665051,0.020344486,0.032591525,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.23967361,-0.034071147,-0.5548096,0.13036846,0.013094475,0.0078125,0.0026730602,0.0018342205,41.21451,32.233063,19.932743,3.7484195,63.470917,-7.2737236,-31.246101,-34.14163,3.8985927,-7.1751947,-31.253412,-34.167103,3.947686,-7.328326,-31.166147,-34.12289,3.930967,0.049807075,0.055709623,8000,15.903981447219849,0.9957547,-0.10259581,-0.9998154,0.54322547,0.15382119,0.08787819,0.019029506,0.034844074,0.0,-0.9921875,-1.0,0.0880424,0.0,0.0,0.0,0.0
0.27280807,-0.08003465,-0.51215744,0.13459127,0.01528696,0.0078125,0.0031805977,0.0020100528,39.198906,31.910393,16.284136,3.9314504,66.24167,-5.729885,-34.290985,-37.964878,4.3780985,-5.19989,-34.35141,-37.935944,4.477288,-5.316691,-34.27707,-37.78712,4.452453,0.05753062,0.04803738,9000,15.082024097442627,0.99598485,-0.10010408,-0.9997854,0.5425408,0.16025677,0.08772045,0.018288385,0.036245905,0.0,-0.984375,-1.0,0.12401959,0.0,0.0,0.0,0.0
